2024-09-12 20:35:10,611 INFO    StreamThr :3856562 [internal.py:wandb_internal():85] W&B internal server running at pid: 3856562, started at: 2024-09-12 20:35:10.610961
2024-09-12 20:35:10,613 DEBUG   HandlerThread:3856562 [handler.py:handle_request():158] handle_request: status
2024-09-12 20:35:10,615 INFO    WriterThread:3856562 [datastore.py:open_for_write():87] open: /home/ray/mnt/cluster_storage/ai_geolocation/geo-clip/geoclip/wandb/run-20240912_203510-v2hyeean/run-v2hyeean.wandb
2024-09-12 20:35:10,616 DEBUG   SenderThread:3856562 [sender.py:send():391] send: header
2024-09-12 20:35:10,636 DEBUG   SenderThread:3856562 [sender.py:send():391] send: run
2024-09-12 20:35:10,884 INFO    SenderThread:3856562 [dir_watcher.py:__init__():211] watching files in: /home/ray/mnt/cluster_storage/ai_geolocation/geo-clip/geoclip/wandb/run-20240912_203510-v2hyeean/files
2024-09-12 20:35:10,885 INFO    SenderThread:3856562 [sender.py:_start_run_threads():1200] run started: v2hyeean with start time 1726173310.610733
2024-09-12 20:35:10,898 DEBUG   HandlerThread:3856562 [handler.py:handle_request():158] handle_request: run_start
2024-09-12 20:35:10,908 DEBUG   HandlerThread:3856562 [system_info.py:__init__():26] System info init
2024-09-12 20:35:10,909 DEBUG   HandlerThread:3856562 [system_info.py:__init__():41] System info init done
2024-09-12 20:35:10,909 INFO    HandlerThread:3856562 [system_monitor.py:start():194] Starting system monitor
2024-09-12 20:35:10,909 INFO    SystemMonitor:3856562 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-12 20:35:10,909 INFO    HandlerThread:3856562 [system_monitor.py:probe():214] Collecting system info
2024-09-12 20:35:10,910 INFO    SystemMonitor:3856562 [interfaces.py:start():188] Started cpu monitoring
2024-09-12 20:35:10,911 INFO    SystemMonitor:3856562 [interfaces.py:start():188] Started disk monitoring
2024-09-12 20:35:10,912 INFO    SystemMonitor:3856562 [interfaces.py:start():188] Started gpu monitoring
2024-09-12 20:35:10,913 INFO    SystemMonitor:3856562 [interfaces.py:start():188] Started memory monitoring
2024-09-12 20:35:10,914 INFO    SystemMonitor:3856562 [interfaces.py:start():188] Started network monitoring
2024-09-12 20:35:10,931 DEBUG   HandlerThread:3856562 [system_info.py:probe():152] Probing system
2024-09-12 20:35:10,933 DEBUG   HandlerThread:3856562 [system_info.py:_probe_git():137] Probing git
2024-09-12 20:35:10,949 DEBUG   HandlerThread:3856562 [system_info.py:_probe_git():145] Probing git done
2024-09-12 20:35:10,949 DEBUG   HandlerThread:3856562 [system_info.py:probe():200] Probing system done
